Artist,Title,Lyrics,Mood
Flyleaf,I'm So Sick,"I will break into your thoughts
With what's written on my heart
I will break, break

I'm so sick
Infected with where I live
Let me live without this
Empty bliss
Selfishness
I'm so sick
I'm so sick

If you want more of this
We can push out, sell out, die out
So you'll shut up
And stay sleeping
With my screaming in your itching ears

I'm so sick
Infected with where I live
Let me live without this
Empty bliss
Selfishness
I'm so sick
I'm so sick

Hear it, I'm screaming it
You're heeding to it now

Hear it! I'm screaming it
You tremble at this sound

You sink into my clothes
And this invasion
Makes me feel
Worthless, hopeless, sick

I'm so sick
Infected with where I live
Let me live without this
Empty bliss
Selfishness
I'm so
I'm so sick

I'm so sick
Infected with where I live
Let me live without this
Empty bliss, selfishness
I'm so
I'm so sick
I'm so
I'm so sick",sad
Nirvana,You Know You're Right,"I will never bother you
I will never promise to
I will never follow you
I will never bother you
Never say a word again
I will crawl away for good
I will move away from here
You won't be afraid of fear
No thought was put into this
I always knew it would come to this
Things have never been so swell
And I have never failed to fail
Pain
Pain
Pain
You know you're right
You know you're right
You know you're right
It's so warm and calm inside
I no longer have to hide
There's talk about someone else
Sterling silver begins to melt
Nothin' really bothers her
She just wants to love herself
I will move away from here
You won't be afraid of fear
No thought was put into this
I always knew it'd come to this
Things have never been so swell
And I have never failed to fail
Pain
Pain
Pain
Pain
Pain
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know you're right
You know your rights
You know your rights
You know your rights
You know your rights
You know your rights
Pain",angry
Three Days Grace,Home,"I�ll be coming home
Just to be alone
Cause I know you�re not there
And I know that you don�t care
I can hardly wait to leave this place

No matter how hard I try
You�re never satisfied
This is not a home
I think I�m better off alone
You always disappear
Even when you�re here
This is not my home
I think I�m better off alone
Home, home, this house is not a
Home, home, this house is not a home

By the time you come home
I�m already stoned
You turn off the TV
And you scream at me
I can hardly wait
Till you get off my case

No matter how hard I try
You�re never satisfied
This is not a home
I think I�m better off alone
You always disappear
Even when you�re here
This is not my home
I think I�m better off alone
Home, home, this house is not a
Home, home, this house is not a

Home, home, this house is not a
Home, home, this house is not a home

I�m better off alone

No matter how hard I try
You�re never satisfied
This is not a home
I think I�m better off alone
You always disappear
Even when you�re here
This is not my home
I think I�m better off alone
Home, home, this house is not a
Home, home, this house is not a

Home, home, this house is not a
Home, home, this house is not a home",relaxed
Three Days Grace,Animal I Have Become,"I can't escape this hell
So many times I've tried
But I'm still caged inside
Somebody get me through this nightmare
I can't control myself
So what if you can see the darkest side of me?
No one would ever change this animal I have become
And help me believe it's not the real me
Somebody help me tame this animal
(This animal, this animal)
I can't escape myself
(I can't escape myself)
So many times I've lied
(So many times I've lied)
But there's still rage inside
Somebody get me through this nightmare
I can't control myself
So what if you can see the darkest side of me?
No one would ever change this animal I have become
And we believe it's not the real me
Somebody help me tame this animal I have become
And we believe it's not the real me
Somebody help me tame this animal
Somebody help me through this nightmare
I can't control myself
Somebody wake me from this nightmare
I can't escape this hell
(This animal, this animal, this animal
This animal, this animal, this animal, this animal)
So what if you can see the darkest side of me?
No one will ever change this animal I have become
And we believe it's not the real me
Somebody help me tame this animal I have become
And we believe it's not the real me
Somebody help me tame this animal
(This animal I have become)",angry
Breaking Benjamin,Until The End,"So clever,
Whatever,
I'm done with these endeavors.
Alone I walk the winding way.
(Here I stay)
It's over,
No longer,
I feel it growing stronger.
I'll live to die another day,
Until I fade away.

[Chorus:]
Why give up, why give in?
It's not enough, it never is.
So I will go on until the end.
We've become desolate.
It's not enough, it never is.
But I will go on until the end.

Surround me,
It's easy
To fall apart completely.
I feel you creeping up again.
(In my head)
It's over,
No longer,
I feel it growing colder.
I knew this day would come to end,
So let this life begin.

[Chorus]

I've lost my way.
I've lost my way, but I will go on until the end.

Living is hard enough
Without you fucking up.

[Chorus]

I've lost my way.
I've lost my way, but I will go on until the end.

U-uh, u-uh

The final fight I'll win,
The final fight I'll win,
The final fight I'll win,
But I will go on until the end.",angry
Disturbed,The Game,"Tell me exactly
What am I supposed to do?
Now that I have
Allowed you to beat me
Do you think that we could play another game?
Maybe I can win this time?
I kind of like
The misery you put me through
Darling, you can trust me completely
If you even try to look the other way,
I think that I could kill this time
Rah rah
Rah rah
It doesn't really seem
I'm getting through to you
Though I see you weeping so sweetly
I think that you might have to take another taste
A little bit of hell this time
Rah rah
Lie to me
Rah rah
Lie to me
Is she not right?
Is she insane?
Will she now run for her life
In the battle that ends this day?
Is she not right?
Is she insane?
Will she now run for her life
Now that she lied to me
You always wanted people to remember you
To leave your little mark on society
Don't you know your wish
Is coming true today?
Another victim dies tonight
Rah rah
Lie to me
Rah rah
Lie to me
Is she not right?
Is she insane?
Will she now run for her life
In the battle that ends this day?
Is she not right?
Is she insane?
Will she now run for her life
Now that she lied to me
Ramidi ma ma ba di ma
Ramidi ma ma din do
Ramidi ma ma ba di ma
Ramidi ma ma ba di mo
Ramidi ma ma ba di ma
Ramidi ma ma din do
Ramidi ma ma ba di ma
Ramidi ma ma ba di mo
Ramidi ma ma ba di ma
Ramidi ma ma din do
Ramidi ma ma ba di ma
Ramidi ma ma ba di mo
Is she really telling lies again?
Doesn't she realize she's in danger?
Eeyow
Is she not right?
Is she insane?
Will she now run for her life
In the battle that ends this day?
Is she not right?
Is she insane?
Will she now run for her life
Now that she lied to me
The little bitch,
She went and she told a lie
Now she will never tell another
A lie
The little bitch,
She went and she told a lie
Never fucking lie to me",angry
Metallica,Seek And Destroy,"Alright

We�re scanning the scene in the city tonight
We�re looking for you to start up a fight
There�s an evil feeling in our brains
But it�s nothing new, you know it drives us insane

Running
On our way
Hiding
You will pay
Dying
One thousand deaths
Running
On our way
Hiding
You will pay
Dying
One thousand deaths

Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy

There is no escape and that�s for sure
This is the end, we won't take any more
Say goodbye to the world you live in
You�ve always been taking but now you�re giving

Running
On our way
Hiding
You will pay
Dying
One thousand deaths
Running
On our way
Hiding
You will pay
Dying
One thousand deaths

Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy

Our brains are on fire with the feeling to kill
And it won't go away until our dreams are fulfilled
There is only one thing on our minds
Don�t try running away �cause you�re the one we will find

Running
On our way
Hiding
You will pay
Dying
One thousand deaths
Running
On our way
Hiding
You will pay
Dying
One thousand deaths

Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy
Searching
Seek and destroy",angry
Red,Death Of Me,"I should have seen those signs all around me
But I was comfortable inside these wounds
So go ahead and take another piece of me, now
While we all bow down to you

You tear me down 
And then you pick me up
You take it all 
And still it�s not enough
You try to tell me 
You can heal me
But I�m still bleeding 
And you�ll be the death of me

How can you end my affliction
If you�re the sickness and I�m the cure?
Too long I�ve faked this addiction
Another sacrifice to make us pure

You tear me down 
And then you pick me up
You take it all 
And still it�s not enough
You try to tell me 
You can heal me
But I�m still bleeding 
And you�ll be the death of me

You tear me down
And then you pick me up
You take it all
And still it�s not enough
You try to tell me 
You can heal me
But I�m still bleeding 
And you�ll be the death of me

I won�t forget
I cannot forget this
I won�t forget
I�ll never forget this
I won�t forget
I cannot forget this
I won�t forget
I�ll never forget this

I won�t forget
I cannot forget this
I won�t forget
I�ll never forget this
I won�t forget
I cannot forget this
I won�t forget
I�ll never forget

You know I can never prove this solution
You aren�t the one that I thought you were
And so I learn to embrace this illusion
The line that separates
It starts to blur

You tear me down
And then you pick me up
You take it all
And say it�s not enough
You try to tell me 
You can heal me
But I�m still bleeding 
And you�ll be the death of me
And you�ll be the death of me

I will not forget
I cannot forget this
And you�ll be the death of me",sad
The Prodigy,Breathe,"Breathe with me

Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Come play my game
Inhale, inhale. You're the victim
Come play my game
Exhale, exhale, exhale

Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Come play my game
Inhale, inhale. You're the victim
Come play my game
Exhale, exhale, exhale

Breathe with me
Breathe with me

Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Come play my game
Inhale, inhale. You're the victim
Come play my game
Exhale, exhale, exhale

Breathe with me

Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Breathe the pressure
Come play my game I'll test ya
Psycho-somatic addict-insane
Come play my game
Inhale, inhale. You're the victim
Come play my game
Exhale, exhale, exhale",angry
Smashing Pumpkins,Disarm,"Disarm you with a smile
And cut you like you want me to
Cut that little child
Inside of me and such a part of you
Ooh, the years burn 

I used to be a little boy
So old in my shoes
And what i choose is my choice
What's a boy supposed to do?
The killer in me is the killer in you
My love
I send this smile over to you

Disarm you with a smile
And leave you like they left me here
To wither in denial
The bitterness of one who's left alone
Ooh, the years burn
Ooh, the years burn, burn, burn

I used to be a little boy
So old in my shoes
And what I choose is my voice
What's a boy supposed to do?
The killer in me is the killer in you
My love
I send this smile over to you

The killer in me is the killer in you
Send this smile over to you
The killer in me is the killer in you
Send this smile over to you
The killer in me is the killer in you
Send this smile over to you

",angry
Soundgarden,Rusty Cage,"You wired me awake
And hit me with a hand of broken nails
You tied my lead and pulled my chain
To watch my blood begin to boil
But I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Too cold to start a fire
I'm burning diesel burning dinosaur bones
I'll take the river down to still water
And ride a pack of dogs
I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Hits like a Phillips head
Into my brain
It's gonna be too dark
To sleep again
Cutting my teeth on bars
And rusty chains, I'm gonna break my
Rusty cage and run
When the forest burns
Along the road
Like God's eyes
In my headlights
When the dogs are looking
For their bones
And it's raining icepicks
On your steel shawl
I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run",sad
Silverchair,Tomorrow,"It's twelve o'clock and it's a wonderful day 
I know you hate me but I'll ask anyway 
Won't you come with me to a place in a little town 
The only way to get there's to go straight down 
There's no bathroom and there is no sink 
The water out of the tap is very hard to drink 
Very hard to drink 
You wait til tomorrow 
You wait til tomorrow
You say that money isn't everything 
But I'd like to see you live without it, 
You think you can keep on going living like a king, 
Oohh babe, but I strongly doubt it,
Very hard to drink, 
Very hard to drink, 
You gonna wait too, fat boy, 
Fat boy, wait til tomorrow, 
You gonna wait too, fat boy, 
Fat boy, wait til tomorrow,
You, wait til tomorrow, 
You, wait til tomorrow, 
You gonna wait too, fat boy, 
Fat boy, wait til tomorrow, 
You gonna wait too, fat boy, 
Fat boy, wait til tomorrow.",sad
Rage Against The Machine,Bombtrack,"Ughh!
Hey yo, it's just another bombtrack...ughh!
Hey yo, it's just another bombtrack...yeah!
It goes a-1, 2, 3...

Hey yo, it's just another bombtrack
And suckas be thinkin' that they can fade this
But I'm gonna drop it at a higher level
'Cause I'm inclined to stoop down
Hand out some beat-downs
Cold runna train on punk ho's that
Think they run the game

But I learned to burn that bridge and delete
Those who compete...at a level that's obsolete
Instead I warm my hands upon the flames of the flag
As I recall our downfall
And the business that burned us all
See through the news and the views that twist reality

Enough
I call the bluff
Fuck Manifest destiny

Landlords and power whores
On my people they took turns
Dispute the suits I ignite
And then watch 'em burn

With the thoughts from a militant mind
Hardline, hardline after hardline

Landlords and power whores
On my people they took turns
Dispute the suits I ignite
And then watch 'em burn

Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn

Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn

It goes a-1, 2, 3
Another funky radical bombtrack
Started as a sketch in my notebook
And now dope hooks make punks take another look
My thoughts ya hear and ya begin to fear
That ya card will get pulled if ya interfere

With the thoughts from a militant militant mind
Hardline, hardline after hardline

Landlords and power whores
On my people they took turns
Dispute the suits I ignite
And then watch 'em burn

Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn

Ughh
Hey yo, it's just another bombtrack
Yeah
Ughh

Check it out

Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn, burn, yes ya gonna burn
Burn!
",angry
Taio Cruz,Dirty Picture ,"I could dream of ways to see you
I could close my eyes to dream
I could fantasize about you
Tell the world what I believe

But whenever I'm not with you
It's so hard for me to see
I need to see a picture of you
A special picture just for me, yeah

So take a dirty picture for me
Take a dirty picture
Just take a dirty picture for me
Take a dirty picture

Just send the dirty picture to me
Send the dirty picture
Just send the dirty picture to me
Send the dirty picture, picture, picture, picture, picture

Snap, snap, uh

Whenever you are gone
I just wanna be wit' ya
Please don't get me wrong
I just wanna see a picture

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

Whenever you are gone
I just wanna be wit' ya
Please don't get me wrong
I just wanna see your picture

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

The dream of ways to see you
I could close my eyes to dream
Fantasize about this with you
But the way is never seen, oh

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

Just send the dirty picture to me
Send the dirty picture
Send the dirty picture to me
Send the dirty picture

Uh, snap, snap, snap

Whenever you are gone
I just wanna be wit' ya
Please don't get me wrong
I just wanna see your picture

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

When you're all alone, boy
I got something to give ya
Will ya play along
If I take a dirty picture

I'll take a dirty picture for ya
Take a dirty picture
I'll take a dirty picture for ya
Take a dirty picture

Take a dirty picture for me
Take a dirty picture
Take a dirty picture for me
Take a dirty picture

Send the dirty picture to me
Send the dirty picture
Send the dirty picture to me
Send the dirty picture, picture, picture, picture

Snap, uh, snap, snap
Click, click, snap",sad
Baby Bash,That's How I Go ,"I let the roof drop
Drippin - with super -
In my new car
And I'm glad that she love to have me
I'm like ooh lord
From Jamaica to Puerto Rico down to Utah
From Miami to California they some cool brahs
Haters tell me they can't be mad at my new job
We be goin hard in the - like a hoop star
It's finger li- lickin good like a full course
Give it to ya girl don't have to tell you baby
You start if you like it you know I love it
Baby, 2 more
And the smell of that new chanel girl, it never fail
We can fly away or just drive
Baby, heads or tails?
And oh yeah, and oh yeah

Said I met a lot of ladies and I travel the world
Sometimes I party like crazy showin love to the girls
That's how I go, that's how I go girl, that's how I go girl
I go and go, that's how I go girl, that's how I go girl
And then my pockets look - with plenty to give
Somebody 'bout to have my baby and the key to my crib
That's how I go, that's how I go girl, that's how I go girl
I go and go, that's how I go girl, that's how I go girl

I said man girl you think it's 5 o'clock traffic on that 101
Maybe later on tonight me and you can have ourselves a 1 on 1
I swear I've seen you somewhere else
Maybe it was on a movie screen
Maybe it was on a television
Or on the cover of a magazine
I know and I don't care
Let me see your underwear
Let me see how thick you is baby
Let me see what's under there
Everybody know we go go go go oh so fast when I'm on my grind
But I can't lie when I see that ass
I slow it down and take my time

Said I met a lot of ladies and I travel the world
Sometimes I party like crazy showin love to the girls
That's how I go, that's how I go girl, that's how I go girl
I go and go, that's how I go girl, that's how I go girl
And then my pockets look - with plenty to give
Somebody 'bout to have my baby and the key to my crib
That's how I go, that's how I go girl, that's how I go girl
I go and go, that's how I go girl, that's how I go girl

Girl I gotta red eye flight, soundcheck, another photo shoot
Girl I gotta go I gotta do another interview
Studio tonight have a banger you could listen to
Baby you ain't even gotta ask
You know I'm missin' you
The money keep comin girl, cause we keep goin
Yeah we go and go and go and go and go and keep goin
Yeah the money keep comin girl, cause we keep goin
Yeah we go and go and go and go and go and keep goin

Said I met a lot of ladies and I travel the world
Sometimes I party like crazy showin love to the girls
That's how I go, that's how I go girl, that's how I go girl
I go and go, that's how I go girl, that's how I go girl
And then my pockets look - with plenty to give
Somebody 'bout to have my baby and the key to my crib
That's how I go, that's how I go girl, that's how I go girl
I go and go, that's how I go girl, that's how I go girl

That's how we go.
",relaxed
Baby Bash,Cyclone ,"(Oh oh oh its fud a dud a nine)

[Chorus:]
She moves her body like a cyclone
And she makes me want to do it all night long
Going hard when they turn the spotlights on
Because she moves her body like a cyclone
Just like a cyclone
She moves her body like a cyclone
And she makes me want to do it all night long
Going hard when they turn the spotlights on
Because she moves her body like a cyclone
A mighty cyclone

I look at that double on the back a that bumper
She ain't even playing when shes shaking that rumpa
And oh you ain't know
She gets lower than a muffla
Even wit her girl friends
Show stopping with a hustler
The way she move her body
She might see the Maserati
She wanna put it on me
Trying to show me her tsunami
She make it hard to copy
Always tight and never sloppy
And got an onturage
And her own paparazzi
Now there she go again
Riding through the stormy weather
You better button up if you wanna go getta
'Cause it is what it is
And everybody wanna love her
But when she pop it boy you better run for cover

[Chorus:]
She moves her body like a cyclone
And she makes me want to do it all night long
Going hard when they turn the spotlights on
Because she moves her body like a cyclone
Just like a cyclone
She moves her body like a cyclone
And she makes me want to do it all night long
Going hard when they turn the spotlights on
Because she moves her body like a cyclone
A mighty cyclone

(It's a wrap)
When she breaks them boys of a typhoon
(It's a wrap)
Better get that fatty like a boss tycoon
(It's a wrap)
Now hold it steady cause she make a monsoon
(it's a wrap)
Now you can Google download the iTunes
She what I'm saying
She ain't playing
And she got them heads turning
You gonna her it clack-clack
When them heals get to burning
(clack-clack)
Stiletto so fuego
She got her own label
And got us all doing the tornado

[Chorus:]
She moves her body like a cyclone
And she makes me want to do it all night long
Going hard when they turn the spotlights on
Because she moves her body like a cyclone
Just like a cyclone
She moves her body like a cyclone
And she makes me want to do it all night long
Going hard when they turn the spotlights on
Because she moves her body like a cyclone
A mighty cyclone

Shortie got looks
And shortie got class
Shortie got hips
And shortie got ass
Plus she hit the stage
She drop it down low like
(rew rew rew rew rew rew rew rew)
Ah this is crazy
Its amazing
She must be the way to the ladies
She be looking like
(rew rew rew rew rew rew rew rew)

[Chorus:]
She moves her body like a cyclone
And she makes me want to do it all night long
Going hard when they turn the spotlights on
Because she moves her body like a cyclone
Just like a cyclone
She moves her body like a cyclone
And she makes me want to do it all night long
Going hard when they turn the spotlights on
Because she moves her body like a cyclone
A mighty cyclone

(rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew rew)
Oh",angry
Baby Bash,Fantasy Girl ,"[Marty James:]
Yea, yea
A fairy tale, a piece of fiction
Tell me she's make belive
Got a body you can have
She a fantasy fantasy
She a fantasy fantasy girl
(all time that girl's a beast)
She's like a real life
She a fantasy fantasy
She a fantasy fantasy girl
(all time that girl's a beast)
She's like a real life

[Baby Bash:]
TV, movies and magazines
Novelas, game shows, and fancy dreams
Living way lavish on fancy things
High definition hd so clean
Playboy bunny like the girl next door
She's Snow White, I'm Hugh Hefner
Freshtastic Christian Dior
With a body of a timple I must explore
Girl I must incline quirking down low
With that ass behind
Tell me is I dreaming or you just that fine
If you got imagination then imagine mine

[Marty James: Chorus]
A fairy tale a piece of fiction
Tell me she's make belive
Got a body you can have
She a fantasy fantasy
She a fantasy fantasy girl
(all time that girl's a beast)
She's like a real life
She a fantasy fantasy
She a fantasy fantasy girl
(all time that girl's a beast)
She's like a real life

[Baby Bash:]
Quiet like my night brand new moon
Look at the allusion across the room
Day time night girl afternoon
Doing the most so don't chat perfume
Now how am I gonna handle this
iPhone, mac book, blue ray disc
And she look like she came a video
You know the one dey say shawty get it low
Sippin' sangria mama mia
Welcome everybody to my fantasia
Way more styles than a fashionista
My freak in a sheets my diamond diva

[Marty James: Chorus]
A fairy tale a piece of fiction
Tell me she's make belive
Got a body you can have
She a fantasy fantasy
She a fantasy fantasy girl
(all time that girl's a beast)
She's like a real life
She a fantasy fantasy
She a fantasy fantasy girl
(all time that girl's a beast)
She's like a real life

[Marty James:]
You can't spell fantasy, without n-a-s-t-y
But you better be a real time
You can't spell fantasy, without n-a-s-t-y
It don't matter when the clock strikes
That's how the story go-go-go-goes
Go work your magic oh,
I got to have it oh,
So let me sho-sho-sho-show
And drop it right here
Make this money disapear (yea)

[Marty James: Chorus]
A fairy tale a piece of fiction
Tell me she's make belive
Got a body you can have
She a fantasy fantasy
She a fantasy fantasy girl
(all time that girl's a beast)
She's like a real life
She a fantasy fantasy
She a fantasy fantasy girl
(all time that girl's a beast)
She's like a real life
She a fantasy fantasy
She a fantasy fantasy
She a fantasy fantasy girl
",relaxed
Ivory Joe Hunter,Since I Met You Baby,"Since I met you baby
My whole life has changed
Since I met you baby
My whole life has changed
And everybody tells me that I am not the same
I don't need nobody 
To tell my troubles to
I don't need nobody
To tell my troubles to
'Cause since I met you baby, all I need is you
Since I met you baby
I'm a happy man
Since I met you baby
I'm a happy man
I'm gonna try to please you in every way I can",happy
Whitney Houston,I Will Always Love You,"If I should stay
I would only be in your way
So I'll go but I know
I'll think of you every step of the way

And I... will always love you, ooh
Will always love you
You
My darling, you...
Mmm-mm

Bittersweet memories �
That is all I'm taking with me.
So good-bye.
Please don't cry:
We both know I'm not what you, you need

And I... will always love you
I... will always love you
You, ooh

[Instrumental / Sax solo]

I hope life treats you kind
And I hope you have all you've dreamed of
And I wish you joy and happiness
But above all this I wish you love

And I... will always love you
I will always love you
I will always love you
I will always love you

I will always love you
I, I will always love you.

You.
Darling, I love you.
I'll always...
I'll always love you.
Ooh
Ooh",happy
Shop Boyz,Party Like A Rock Star,"[Chorus]
Y-y-y-yeah, y-y-y-yeah, y-y-y-yeah, y-y-y-yeah

T-t-t-totally dude!!!!

Party like a rock
Party like a rockstar
Party like a rock
Party like a rockstar
Party like a rock
Party like a rockstar
Party like a rockstar

T-t-t-totally dude!!!!

I'm on a money making mission
But I party like a rockstar
Flyin' down 20 lookin' good in my hot car
You know them hoes be at my show
Worried 'bout where my chain go
I uh rubba in ma pants
But these hoes won't let my thang go

I uwa like I uwa
'Cause you know them hoes be trying us
Hoe don't you know I fuck with fine diamonds
That look like Pa-me-la
They fine and they hot bra
When I'm in the spot bra......
I PARTY LIKE a ROCKSTAAARRR!!!!!!

[Chorus x2]

Party like a rockstar
Do it with the black and the white
Like a cop car
Whoop, whoop, whoop, wha, whoop
Me and my band, man
On the yacht with Marylin Manson
Getting a tan man
Uuwaaa

(Cool) you know me
With a skull belt and wallet chain
Shop boys, rockstars
Yeah, we 'bout to change the game
Change the game? Uh oh
They know that I'm a star
I make it rain from the center of my guitar

[Chorus x2]

As soon as I came out the womb
My momma knew a star was born
Now I'm on the golf course
Trippin' with the Osbournes
I seen the show with Travis Barker
Rockstar mentality
I'm jumping in the crowd
Just to see if they would carry me

White bitches wanna marry me
They see me they just might panic
My ice make 'em go down quick
Like the TITANIC!!
Yeah, I'm with the shop boys
You know what we do
I'm surfin' screamin' kowabonga
TOTALLY DUDE!!",happy
Lady Gaga,LoveGame,"Let's have some fun,
This beat is sick
I wanna take a ride on your disco stick

I wanna kiss you
But if I do then I might miss you babe
It's complicated and stupid
Got my ass squeezed by sexy Cupid
Guess he wants to play,
Wants to play
A love game
A love game

Hold me and love me
Just wanna touch you for a minute
Maybe three seconds is enough for my heart to quit it
Let's have some fun,
This beat is sick
I wanna take a ride on your disco stick
Don't think too much just bust that kick
I wanna take a ride on your disco stick

[2x]
Let's play a love game,
Play a love game
Do you want love or you want fame?
Are you in the game?
Dans le love game?

I'm on a mission,
And it involves some heavy touchin' yeah.
You've indicated your interest,
I'm educated in sex, yes.
And now I want it bad,
Want it bad.
A love game,
A love game.

Hold me and love me
Just wanna touch you for a minute
Maybe three seconds is enough for my heart to quit it
Let's have some fun,
This beat is sick
I wanna take a ride on your disco stick
Don't think too much just bust that kick
I wanna take a ride on your disco stick

[2x]
Let's play a love game,
Play a love game
Do you want love or you want fame?
Are you in the game?
Dans le love game?

I can see you staring there from across the block with a smile on your mouth and your hand on your huh
The story of us it always starts the same with a boy and a girl and a huh and a game!
And a game
And a game
And a game
A love game!

[4x]
Let's play a love game,
Play a love game
Do you want love or you want fame?
Are you in the game?
Dans le love game?

Dans le love game?",happy
Mary J. Blige,Real Love,"Yes indeed once again 
For those who don't know 
What the sounds of the youngest DJ in charge
Ron G
I wanna say whassup to Mary 
And this that uptown classic

Give it to 'em
Take 'em uptown to the Polo Ground
Take 'em uptown to the Polo Ground
Take 'em uptown to the Polo Ground
Take 'em uptown to the Polo Ground

[Mary]
We are lovers true and through
And though we made it through the storm
I really want you to realize
I really want to put you on
I've been searching for someone
To satisfy my every need
Won't you be my inspiration
Be the real love that I need

[1] - Real love
I'm searching for the real love
Someone to set my heart free
Real love
I'm searching for a real love

Oh when I met you I just knew
That you would take my heart and run
Until you told me how you felt for me
You said I'm not the one
So I slowly came to see
All of the things that you were made of
And now I hope my dreams and inspiration
Lead me towards a real love

[Repeat 1]

I've got to have a real love
Love so true and oh, baby
I thought that love was you
I thought you were the answer
To the question in my mind
But it seems that I was wrong
If I stay strong maybe I'll find a

[Biggie]
Look up in the sky
It's a bird, it's a plane
Nope, it's Mary Jane, ain't a damn thing changed
Kickin' ill flava with the Teflon Don
Record shop getting props
She got it goin' on
So what's it gonna be?
The real one, the fake one 
Ya need a minute to think for whom ya better take
What up? My time is up
Peace out to brooklyn 
Helpin' daddy-o hey yo, bring the verse in

[Mary]
So I try my best and pray to God
He'd send me someone real
To caress me and to guide me
Towards a love my heart can feel
Now I know I can be faithful
I can be your all and all
And give you good lovin' through the summertime
Winter, spring and fall

[Repeat 1]

You see I'm searching for a real love
And I don't know where to go
I've been around the world and high and low
And still will never know
How it feels to have a real love
Cuz it seems there's none around
I gotta end it in this way
Because seems he can't be found

[Repeat 1]

[Repeat 1 until fade while:]
[Puffy]
It's that flavor
That's what I'm talking about
Ain't no other way to explain it
",happy
