Artist,Title,Lyrics,Mood
The Rolling Stones,Not Fade Away,"I'm gonna tell you how it's gonna be
You're gonna give your love to me
I'm gonna love you night and day
Well love is love and not fade away
Well love is love and not fade away
My love bigger than a Cadillac
I try to show it and you're drivin' me back
Your love for me has got to be real
For you to know just how I feel
Love is real and not fade away
Well love is real and not fade away
I'm gonna tell you how it's gonna be
You're gonna give your love to me
Love to last more than one day
Well love is love and not fade away
Well love is love and not fade away
Well love is love and not fade away
Love, love is love and not fade away
Not fade away
Not fade away",happy
The Beach Boys,God Only Knows,"I may not always love you
But long as there are stars above you
You never need to doubt it
I'll make you so sure about it
God only knows what I'd be without you
If you should ever leave me
Though life would still go on, believe me
The world could show nothing to me
So what good would livin' do me
God only knows what I'd be without you
God only knows what I'd be without you
If you should ever leave me
Though life would still go on, believe me
The world could show nothing to me
So what good would livin' do me
God only knows what I'd be without you
God only knows what I'd be without you",happy
Korn,Blind,"Are you ready?!

This place inside my mind,
A place I like to hide
You don't know the chances.
What if I should die?!

A place inside my brain,
Another kind of pain
You don't know the chances.
I'm so blind!

Another place I find
to escape the pain inside
You don't know the chances.
What if I should die?!

A place inside my brain,
Another kind of pain
You don't know the chances.
I'm so blind!

Deeper and deeper and deeper as I dream to
Live a life that seems to be
A lost reality
That can never find a way to reach my inner...
...self-esteem is low.
How deep can I go
in the ground that I lay?
If I don't find a way
to see through the gray that clouds my mind.
This time I look to see what's between the lines!

I can't see, I can't see, I'm going blind... [12x]

I'm blind",sad
Megadeth,Angry Again,"The more of you that I inspect
The more of me I see reflect
The more I try to read your lips
The more the mask you're wearing rips
But when I seek out your voice
My ears are overcome with noise
You show and tell with greatest ease
Raving impossibilities
Engaged in crime I grasp my throat
Enraged my mind starts to smoke
Enforce a mental overload
Angry again, angry again, angry owe!
And when the story takes a twist
If folds like a contortionist
Slight of hand and quick exchange
The old tricks have been rearranged
Engaged in crime I grasp my throat
Enraged my mind starts to smoke
Enforce a mental overload
Angry again, angry again, angry
The searing of the sinew
My body fights for air
The ripping of the tissue
My lungs begin to tear
Gravity's got my bones
It pulls my flesh away
The steam finally dissipates
I make out my sweaty face
Association that I choose
Game I inevitably lose
Governed by laws set up by me
Fracture it's jaw to let me be
A cut-out cardboard condo maze
Filled with an insubordinate race
Irrational youths stop to stare
As music rubber hosed the air
Engaged in crime I grasp my throat
Enraged my mind starts to smoke
Enforce a mental overload
Angry again, angry again, angry again
And again and again, again
Engaged in crime I grasp my throat
Enraged my mind starts to smoke
Enforce a mental overload
Angry again, angry again, angry owe!",angry
Ra,Do You Call My Name,"Some people seem to think
They always know what's best for you
Their little minds try to
Create a world to keep you still
The bolt is thrown, the cage is locked
You saw this, don't you lie
At first you cry and then you hate
Those people stole your will
Do as you are told
And maybe then we'll let you out
You might be dead and cold
You might be full of doubt
Don't try to escape
'Cause you don't have nowhere to go
If nothing is your fate
There's no scenario
No nothing
Do you call my name?
Do you stain my brain?
My eyes are blurry
And I can't see you anymore
Do you call my name?
Do you breed my pain?
My heart is bloody
And I can't take it anymore
So you just sit there stuck
Afraid to risk reality
Afraid to cause yourself more pain
To face insanity
But nothing ventured, nothing gained
You see, your fear's your cage
You beg for help but you're alone
Stuck in a helpless rage
Do as you are told
And maybe then we'll let you out
You might be dead and cold
You might be full of doubt
Don't try to escape
'Cause you don't have nowhere to go
If nothing is your fate
There's no scenario
Do as you are told
And maybe then we'll let you out
You might be dead and cold
You might be full of doubt
Don't try to escape
'Cause you don't have nowhere to go
If nothing is your fate
There's no scenario
C'mon
Do you call my name?
Do you stain my brain?
My eyes are blurry
And I can't see you anymore
Do you call my name?
Do you breath my pain?
My heart is bloody
And I can't take it anymore
Do you call my name?
Do you stain my brain?
My eyes are blurry
And I can't see you anymore
Do you call my name?
Do you breath my pain?
My heart is bloody
And I can't take it anymore",angry
Avenged Sevenfold,Nightmare,"Nightmare! (Now your nightmare comes to life)
Dragged ya down below
Down to the devil's show
To be his guest forever
Peace of mind is less than never
Hate to twist your mind
But God ain't on your side
An old acquaintance severed
Burn the world your last endeavor
Flesh is burning
You can smell it in the air
'Cause men like you have
Such easy soul to steal (steal)
So stand in line while
They ink numbers in your head
You're now a slave
Until the end of time here
Nothing stops the madness,
Turning, haunting, yearning
Pull the trigger
You should have known
The price of evil
And it hurts to know
That you belong here, yeah
Ooh, it's your fuckin' nightmare
Can't wake up in a sweat
'Cause it ain't over yet
Still dancing with your demons
Victim of your own creation
Beyond the will to fight
Where all that's wrong is right
Where hate don't need a reason
Loathing self-assassination
You've been lied to
Just to rape you of your site
And now they have the nerve
To tell you how to feel (feel)
So sedated as they
Medicate your brain
And while you slowly
Go insane they tell ya
 Given with the best intentions
Help you with your complications
You should have known
The price of evil
And it hurts to know
That you belong here, yeah
No one to call
Everybody to fear
Your tragic fate is looking so clear, yeah
Oh, it's your fuckin' nightmare
Fight
Not to fail
Not to fall
Or you'll end up like the others
Die
Die again
Drenched in sin
With no respect for another
Down
Feel the fire (fire)
Feel the hate
Your pain is what we desire
Lost
Hit the wall (wall)
Watch you crawl (crawl)
Such a replaceable liar
And I know you hear their voices (calling from above)
And I know they may seem real (these signals of love)
But our life's made up of choices (some without appeal)
They took for granted your soul
And it's ours now to steal
You should have known
The price of evil
And it hurts to know
That you belong here, yeah
No one to call
Everybody to fear
Your tragic fate is looking so clear, yeah
Ooh, it's your fuckin' nightmare",angry
Mudvayne,Scream With Me,"Ever feel like dying,
Ever feel alone,
Ever feel like crying,
Lost child in a store,
Ever feel life pushing,
Shoving you away,
Ever feel like breaking down,
Funeral in the rain

Feel like slipping away,
Stand in the corner and scream with me,
A body full of empty,
A head thats full of rage,
Better believe it,
Stand in the closet and scream with me
A mind thats like a fire,
Drivin by the pain,
Better believe it

Ever feel like lying,
Down inside a grave,
Listen to the eulegy,
A buyer of the hate,
Ever dance beside the devil,
Taste the barrel of a guage,
Ever pull the trigger,
The light begins to fade,

Feel like slipping away
Stand in the corner and scream with me,
A body full of empty,
A head thats full of rage,
Better believe it,
Stand in the closet and scream with me
A mind thats like a fire,
Drivin by the pain,
Better believe it

I've asked you for forgiveness,
I've asked you for your grace,
I've asked you for your blessing,
I've asked that I be saved,

Stand in the corner and scream with me,
A body full of empty,
A head thats full of rage,
Better believe it,

Stand in the corner and scream with me,
A body full of empty,
A head thats full of rage,
Better believe it,
Stand in the closet and scream with me
A mind thats like a fire,
Drivin by the pain,
Better believe it

Stand in the corner and scream with me,
A body full of empty,
A head thats full of rage,
Better believe it
Drivin by the pain,
Better believe it",angry
Static-X,Dirthouse,"My dirthouse
Watch it happen from the box
Mind wanders
Dirty dirty word
My dirthouse
This is where it all comes down
Look into my eye
You feel my skin, it's dirt
Drive me wild
Remember when you blew my mind?
Cut through me
Living in the dirt
These dogs are curled up in a little ball
These dogs are freezing their asses off
Go, go, go
Pick up the pieces
I want to call this my home
Go, go, go
Pick up the pieces
I've got some pain of my own
Open the box
See what's inside
You make the call
Sick of it all again
Tear me down
Pushing on my every nerve
Scares me
I hope I don't get burnt
Look closer
Look into my dirty mind
Feeling sick inside
My blood has turned to fucking dirt",sad
Metallica,Cyanide,"
Sleep and dream of this
Death angel�s kiss
Brings final bliss
Completely

Empty they say
Death, won�t you let me stay?

Empty they say
Death, hear me call your name
Call your name...

...Suicide
I�ve already died
You�re just the funeral
I�ve been waiting for

...Cyanide
Living dead inside
Break this empty shell forevermore

Wait, wait patiently
Your death black wings
Unfolding sleep
Spreading o�er me

Empty they say
Death, won�t you let me stay?

Empty they say
Death, hear me call your name
Call your name...

...Suicide
I�ve already died
You�re just the funeral
I�ve been waiting for

...Cyanide
Living dead inside
Break this empty shell forevermore

Say, is that rain or are they tears?
That has stained your concrete face for years
The crying, weeping, shedding strife
Year after year, life after life

An air of freshly broken ground
A concrete angel lit right down
Upon the grave which swallows fast
It�s peace at last, oh peace at last!

Empty they say
Death, won�t you let me stay?

Empty they say
Death, hear me call your name
Call your name...

...Suicide
I�ve already died
You�re just the funeral
I�ve been waiting for

...Cyanide
Living dead inside
Break this empty shell forevermore

Forevermore
Forevermore
It�s just the funeral
I�ve been waiting for",sad
Green Day,Longview,"I sit around and watch the tube but, nothing's on
I change the channels for an hour or two
Twiddle my thumbs just for a bit
I'm sick of all the same old shit
In a house with unlocked doors
And I'm fucking lazy
Bite my lip and close my eyes
Take me away to paradise
I'm so damn bored, I'm going blind
And I smell like shit
Peel me off this Velcro seat and get me moving
I sure as hell can't do it by myself
I'm feeling like a dog in heat
Barred indoors from the summer street
I locked the door to my own cell
And I lost the key
Bite my lip and close my eyes
Take me away to paradise
I'm so damn bored, I'm going blind
And I smell like shit
I got no motivation
Where is my motivation
No time for motivation
Smoking my inspiration
I sit around and watch the phone, but no one's calling
Call me pathetic, call me what you will
My mother says to get a job
But she don't like the one she's got
When masturbation's lost its fun
You're fucking lonely
Bite my lip and close my eyes
Take me away to paradise
I'm so damn bored, I'm going blind
And loneliness has to suffice
Bite my lip and close my eyes
Slipping away to paradise
Some say, quit or I'll go blind
But it's just a myth",sad
Nirvana,Rape Me,"Rape me, rape me my friend
Rape me, rape me again
I'm not the only one
I'm not the only one
I'm not the only one
I'm not the only one
Hate me
Do it and do it again
Waste me
Rape me, my friend
I'm not the only one
I'm not the only one
I'm not the only one
I'm not the only one
My favorite inside source
I'll kiss your open sores
Appreciate your concern
You're gonna stink and burn
Rape me, rape me my friend
Rape me, rape me again
I'm not the only one
I'm not the only one
I'm not the only one
I'm not the only one
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me",angry
Marilyn Manson,Sweet Dreams ,"Sweet dreams are made of this
Who am I to disagree
Travel the world and the seven seas
Everybody looking for something
Some of them want to use you
Some of them want to get used by you
Some of them want to abuse you
Some of them want to be abused.
Sweet dreams are made of this
Who am I to disagree
Travel the world and the seven seas
Everybody is looking for something
Some of them want to use you
Some of them want to get used by you
Some of them want to abuse you
Some of them want to be abused.
I want to used you and abused you
I want to know what's inside
Moving on hold your head,
Moving on keep your head,
Moving on hold your head,
Moving on keep your head,
Moving on hold your head,
Moving on keep your head,
Moving on.
Sweet dreams are made of this
Who am I to disagree
Travel the world and the seven seas
Everybody looking for something
Some of them want to use you
Some of them want to get used by you
Some of them want to abuse you
Some of them want to be abused
I gotta used you and abused you
I gotta know what's inside
I gotta used you and abused you
I gotta know what's inside you",angry
Staind,Mudshovel,"You take away
I feel the same
You take away
I feel the same
All the promises you made to me you made in vain
I lost myself inside your tainted smile again
'Cause you can't feel my anger
You can't feel my pain
You can't feel my torment
Driving me insane
I can't fight these feelings they will bring you pain
You can't take away
Make me whole again
I feel betrayed
Stuck in your ways
And you rip me apart
With the brutal things you say
I can't deal with this shit anymore
I just look away
'Cause you can't feel my anger
You can't feel my pain
You can't feel my torment
Driving me insane
I can't fight these feelings they bring only pain
You can't take away
Make me whole again
You take away
I feel the same
All these promises
You promised only pain
If you take away
And leave me with nothing again
'Cause you can't feel my anger
You can't feel my pain
You can't feel my torment
Driving me insane
I can't fight these feelings they will bring you pain
You can't take away
Make me whole again
You will feel my anger
You will feel my pain
You will feel my torment
Driving you insane
I can't fight these feelings they will bring you pain
You won't take away
I'll be whole again",angry
Pantera,This Love,"If ever words were spoken
Painful and untrue
I said I loved but I lied
In my life
All I wanted
Was the keeping
Of someone like you
As it turns out
Deeper within me
Love was twisted and pointed at you

Never ending pain, quickly ending life

[Chorus]
You keep this love, thing, love, child, love, toy
You keep this love, fist, love, scar, love, break
You keep this love

I'd been the tempting one
Stole her from herself
This gift in pain
Her pain was life
And sometimes I feel so sorry
I regret this the hurting of you
But you make me so unhappy
I'd take my life and leave love with you

I'd kill myself for you, I'd kill you for myself

[Chorus]

No more head trips",happy
Chevelle,Send The Pain Below,"I liked,
Having hurt,
So send the pain below,
Where I need it.
You used to beg me,
To take,
Care of things,
And smile at the thoughts,
Of me failing.
But long before,
Having hurt,
I'll send the pain below,
I'll send the pain below.
Much like suffocating,
Much like suffocating,
Much like suffocating (I'll send the pain below)
Much like suffocating (I'll send the pain below).
You used run me away,
All while laughing,
Then cry about that fact,
Til my returns.
But long before,
Having hurt,
I'll send the pain below,
I'll send the pain below.
Much like suffocating,
Much like suffocating,
Much like suffocating (I'll send the pain below)
Much like suffocating (I'll send the pain below)
Much like suffocating
I can't feel my chest (chest, chest),
Anymore,
Drop down,
'Cause I'm in
I can't feel my chest (chest, chest)
Drop down!
I liked,
Having hurt,
So send the pain below,
So send the pain below (Much like suffocating) (I liked),
So send the pain below (Much like suffocating) (Having hurt)
So send the pain below (Much like suffocating)
So send the pain below (Much like suffocating)
So send the pain below",angry
The Red Hot Chili Peppers,Scar Tissue,"Scar tissue that I wish you saw
Sarcastic mister know it all
Close your eyes and I'll kiss you
'Cause with the birds I'll share...

With the birds I'll share this lonely view
With the birds I'll share this lonely view

Push me up against the wall
Young Kentucky girl in a push-up bra
Fallin' all over myself
To lick your heart and taste your health
'Cause with the birds I'll share this lonely view...

With the birds I'll share this lonely view
With the birds I'll share this lonely view

Blood loss in a bathroom stall
A southern girl with a scarlet drawl
Wave good-bye to ma and pa
'Cause with the birds I'll share...

With the birds I'll share this lonely view
With the birds I'll share this lonely view

Soft spoken with a broken jaw
Step outside but not to brawl
Autumn's sweet we call it fall
I'll make it to the moon if I have to crawl
And with the birds I'll share this lonely view...

With the birds I'll share this lonely view
With the birds I'll share this lonely view

Scar tissue that I wish you saw
Sarcastic mister know it all
Close your eyes and I'll kiss you
'Cause with the birds I'll share...

With the birds I'll share this lonely view
With the birds I'll share this lonely view...",sad
Metallica,Harvester Of Sorrow,"My life suffocates
Planting seeds of hate
I�ve loved, turned to hate
Trapped far beyond my fate

I give, you take
This life that I forsake
Been cheated of my youth
You turned this lie to truth

Anger
Misery
You�ll suffer unto me

Harvester of sorrow
Language of the mad
Harvester of sorrow

Pure black, looking clear
My work is done soon here
Try getting back to me
Get back which used to be

Drink up
Shoot in
Let the beatings begin
Distributor of pain
Your loss becomes my gain

Anger
Misery
You�ll suffer unto me

Harvester of sorrow
Language of the mad
Harvester of sorrow

All have said their prayers
Invade their nightmares
To see into my eyes
You�ll find where murder lies

Infanticide

Harvester of sorrow
Language of the mad
Harvester of sorrow
Language of the mad
Harvester of sorrow",angry
Guns N' Roses,Civil War,"
 What we've got here is failure to communicate.
Some men you just can't reach...
So, you get what we had here last week, which is the way he wants it!
Well, he gets it!
N' I don't like it any more than you men.  *

Look at your young men fighting
Look at your women crying
Look at your young men dying
The way they've always done before

Look at the hate we're breeding
Look at the fear we're feeding
Look at the lives we're leading
The way we've always done before

My hands are tied
The billions shift from side to side
And the wars go on with brainwashed pride
For the love of God and our human rights
And all these things are swept aside
By bloody hands time can't deny
And are washed away by your genocide
And history hides the lies of our civil wars

D'you wear a black armband
When they shot the man
Who said,  Peace could last forever. ?
And in my first memories
They shot Kennedy
An' I went numb when I learned to see
So I never fell for Vietnam
We got the wall of D.C. to remind us all
That you can't trust freedom
When it's not in your hands
When everybody's fightin'
For their promised land

And
I don't need your civil war
It feeds the rich while it buries the poor
Your power hungry sellin' soldiers
In a human grocery store
Ain't that fresh
I don't need your civil war

Look at the shoes you're filling
Look at the blood we're spilling
Look at the world we're killing
The way we've always done before
Look in the doubt we've wallowed
Look at the leaders we've followed
Look at the lies we've swallowed
And I don't want to hear no more

My hands are tied
For all I've seen has changed my mind
But still the wars go on as the years go by
With no love of God or human rights
'Cause all these dreams are swept aside
By bloody hands of the hypnotized
Who carry the cross of homicide
And history bears the scars of our civil wars

 We practice selective annihilation of mayors and government officials,
For example, to create a vacuum.
Then we fill that vacuum as popular war advances.
Peace is closer.  **

I don't need your civil war
It feeds the rich while it buries the poor
Your power hungry sellin' soldiers
In a human grocery store
Ain't that fresh
And I don't need your civil war
I don't need your civil war
I don't need your civil war
Your power hungry sellin' soldiers
In a human grocery store
Ain't that fresh
I don't need your civil war
I don't need one more war

I don't need one more war
What's so civil 'bout war anyway?",angry
Shadows Fall,King Of Nothing,"It was gone before you ever had a chance
lost forever in your disapproving glance

I see your face
it's twisted with shock
falling from grace
you deserve what you got

The ice surrounds you now

You can't pretend
all that you want
I've seen the pain
and all the evil you brought

Quit your fucking crying
and swallow all your pills
your not the only one
with the urge to kill
grab the dusty bottle
and let the liquor spill
devoid of life
death is your final thrill

Bloodshot eyes
can see right through the selfish lies
search forever for a fix that keeps you high

I see your face
it's twisted with shock
falling from grace
you deserve what you got

My hands around your throat

You can't pretend
all that you want
I've seen the pain
and all the evil you brought

I am the king of nothing
over emptiness I reign
drown the sorrow
wash away the pain",angry
Comeback Kid,Do Yourself A Favor,"I want to know how the story goes
and if the sad song writes about how much you know
about what really happened. Obviously
you've got a skewed view or you weren't present to see.

With a healthy dose of evident
fabrication filling us in.
I want to know where you're coming from
and where you're going. Have you come undone?
There's a vitamin in this tune.
Step back a little bit. Give yourself room.

When you say, when you say how it used to be,
understand I don't need the waste following me.
When you say, when you say how it used to be,
understand I don't need the waste following me.
When you say, when you say how it used to be,
understand I don't need the waste following me.

Winding it up.
Twist It. Undone.
Winding it up.
Twist It. Undone.

When you say, when you say
I want to know how the story goes
and if the sad song writes about how much you know
about what really happened. Obviously
you've got a skewed view or you weren't present to see.

With a healthy dose of evident
fabrication filling us in.
I want to know where you're coming from
and where you're going. Have you come undone?
There's a vitamin in this tune.
Do yourself a favor. Give yourself room.

When you say, when you say how it used to be,
understand I don't need the waste following me.
Aww!
When you say, when you say how it used to be,
understand I don't need the waste following me.
When you say, when you say how it used to be,
understand I don't need the waste following me.
Me!",sad
Rob Zombie,Superbeast,"Shriek the lips
Across ragged tongue
Convulsing together, sing
Violently move the jaw
Cry aloud bound up the dead
Triumphantly
The ragged they come and
The ragged they kill!
You pray so hard on bloody knees.
The ragged they come and
The ragged they kill!
Down in the cool air I can see.
Hey yeah I'm the one that you wanted
Hey yeah I'm your superbeast
Hey yeah I'm the one that you wanted
Hey, yeah I'm your superbeast
Stir the limbs across the wrist,
Full possession of memory.
Bury me as a dog,
Icy hands surrounding me.
The ragged they come and
The ragged they kill!
You pray so hard on bloody knees.
The ragged they come and
The ragged they kill!
Down in the cool air I can see.
Hey, yeah I'm the one that you wanted
Hey, yeah I'm your superbeast
Hey, yeah I'm the one that you wanted
Hey, yeah I'm your superbeast
Shriek the lips
Across ragged tongue,
Convulsing together sing
Violently, move the jaw
Cry aloud bound up the dead
Triumphantly
The ragged they come and
The ragged they kill!
You pray so hard on bloody knees.
The ragged they come and
The ragged they kill!
Down in the cool air I can see.
Hey, yeah I'm the one that you wanted
Hey, yeah I'm your superbeast
Hey, yeah I'm the one that you wanted
Hey, yeah I'm your superbeast",sad
Pearl Jam,Why Go,"She scratches a letter
Into a wall, made of stone
Maybe someday
Another child
Won't feel as alone as she does
It's been two years
And counting
Since they put her in this place
She's been diagnosed
By some stupid fuck
And mommy agrees

Why go home?
Why go home?
Why go home...

She seems to be stronger
But what they want her to be is weak
She could play pretend
She could join the game, boy
She could be another clone

Why go home?
Why go home?
Why go home?
Why go home?
What you taught me
Put me here
Don't come visit
Mother

Why go home?
Why go home?
Why go home?
Why go home?
What you taught me
Put me here
Don't come visit
Mother

Why go home?
[repeat...out]
",relaxed
Scorpions,Rock You Like A Hurricane,"It's early morning
The sun comes out
Last night was shaking
And pretty loud
My cat is purring
It scratches my skin
So what is wrong
With another sin?
The bitch is hungry
She needs to tell
So give her inches
And feed her well
More days to come
New places to go
I've got to leave
It's time for a show

Here I am, rock you like a hurricane
Here I am, rock you like a hurricane

My body is burning
It starts to shout
Desire is coming
It breaks out loud
Lust is in cages
Till storm breaks loose
Just have to make it
With someone I choose
The night is calling
I have to go
The wolf is hungry
He runs the show
He's licking his lips
He's ready to win
On the hunt tonight
For love at first sting

Here I am
Rock you like a hurricane (Are you ready, baby?)
Here I am
Rock you like a hurricane
Here I am
Rock you like a hurricane (Come on, come on, baby)
Here I am
Rock you like a hurricane

Rock you like a hurricane

It's early morning
The sun comes out
Last night was shaking
And pretty loud
My cat is purring
It scratches my skin
So what is wrong
With another sin?

The night is calling
I have to go
The wolf is hungry
He runs the show
He's licking his lips
He's ready to win
On the hunt tonight
For love at first sting

Here I am
Rock you like a hurricane (Are you ready, baby?)
Here I am
Rock you like a hurricane
Here I am
Rock you like a hurricane (Come on, come on, come on, come on)
Here I am
Rock you like a hurricane
",angry
Nine Inch Nails,Terrible Lie,"why are you doing this to me?
Am I not living up to what I'm supposed to be?
Why am I seething with this animosity?
(Hey god) I think you owe me a great big apology
Terrible lie
Terrible lie
Terrible lie
Terrible lie
I really don't know what you mean
Seems like salvation comes only in our dreams
I feel my hatred grow all the more extreme
(Hey god) can this world really be as sad as it seems?
Terrible lie
Terrible lie
Terrible lie
Terrible lie
Don't take it away from me, I need you to hold on to
Don't take it away from me, I need you to hold on to
Don't take it away from me, I need you to hold on to
Don't take it away from me, I need someone to hold on to
Don't tear it away from me, I need you to hold on to
Don't tear it away from me, I need you to someone on to
Don't tear it away from me, I need you to hold on to
Don't tear it, don't tear it, don't tear it, don't tear it, don't
there's nothing left for me to hide
I lost my ignorance, security and pride
I'm all alone in a world you must despise
(Hey god) I believed the promises, your promises and lies
Terrible lie
Terrible lie
Terrible lie
Terrible lie
Terrible lie
You made me throw it all away, my morals left to decay (terrible lie)
How many you betray you've taken everything (terrible lie)
My head is filled with disease, my skin is begging you please (terrible lie)
I'm on my hands and knees, I want so much to believe
I give you everything my sweet everything
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
You everything my sweet everything (I need someone to hold on to)
",angry
Stone Temple Pilots,Wicked Garden,"Can you see like a child?
Can you see what I want?
I wanna run through your wicked garden
Heard that's the place to find you
Cause I'm alive
So alive now
I know the darkness blinds you

Can you see without eyes?
Can you speak without lies?
I wanna drink from you naked fountain
I can drown your sorrows
I'm gonna burn
Burn you to life now
Out of the chains that bind you

Can you see just like a child?
Can you see just what I want?
Can I bring you back to life?
Are you scared of life?

Burn, burn, burn
Burn your wicked garden down
Burn, burn, burn
Burn your wicked garden to the ground

Can you feel pain inside?
Can you love?
Can you cry?
I wanna run through your wicked garden
Heard that's the place to find you
But I'm alive
So alive now
Out of the dark that blinds you

Can you see just like a child?
Can you see just what I want?
Can I bring you back to life?
Are you scared of life?

Burn, burn, burn
Burn your wicked garden down
Burn, burn, burn
Burn your wicked garden to the ground",angry
Smashing Pumpkins,Bullet With Butterfly Wings,"The world is a vampire, sent to drain
Secret destroyers, hold you up to the flames
And what do I get, for my pain?
Betrayed desires, and a piece of the game

Even though I know - I suppose I'll show
All my cool and cold - like old Job

Despite all my rage I am still just a rat in a cage
Despite all my rage I am still just a rat in a cage
Then someone will say what is lost can never be saved
Despite all my rage I am still just a rat in a cage

Now I'm naked, nothing but an animal
But can you fake it, for just one more show?
And what do you want?
I want to change
And what have you got, when you feel the same?

Even though I know - I suppose I'll show
All my cool and cold - like old Job

Despite all my rage I am still just a rat in a cage
Despite all my rage I am still just a rat in a cage
Then someone will say what is lost can never be saved
Despite all my rage I am still just a rat in a cage

Tell me I'm the only one
Tell me there's no other one
Jesus was the only son, yeah
Tell me I'm the chosen one
Jesus was the only son for you

Despite all my rage I am still just a rat in a cage
Despite all my rage I am still just a rat in a cage
And someone will say what is lost can never be saved
Despite all my rage I am still just a rat in a cage

Despite all my rage I am still just a rat in a
Despite all my rage I am still just a rat in a
Despite all my rage I am still just a rat in a cage

Tell me I'm the only one
Tell me there's no other one
Jesus was the only son for you

And I still believe that I cannot be saved
And I still believe that I cannot be saved
And I still believe that I cannot be saved
And I still believe that I cannot be saved",angry
Nirvana,Come As You Are,"Come as you are, as you were
As I want you to be
As a friend, as a friend
As an known enemy
Take your time, hurry up
The choice is yours, don't be late
Take a rest as a friend
As an old
Memoria, memoria
Memoria, memoria
Come doused in mud, soaked in bleach
As I want you to be
As a trend, as a friend
As an old
Memoria, memoria
Memoria, memoria
And I swear that I don't have a gun
No I don't have a gun
No I don't have a gun
Memoria, memoria
Memoria, memoria
(No I don't have a gun)
And I swear that I don't have a gun
No I don't have a gun
No I don't have a gun
No I don't have a gun
No I don't have a gun",angry
Black Sabbath,War Pigs,"Generals gathered in their masses,
just like witches at black masses.
Evil minds that plot destruction,
sorcerer of death's construction.
In the fields the bodies burning,
as the war machine keeps turning.
Death and hatred to mankind,
poisoning their brainwashed minds...Oh lord yeah!

Politicians hide themselves away
They only started the war
Why should they go out to fight?
They leave that role to the poor

Time will tell on their power minds
Making war just for fun
Treating people just like pawns in chess
Wait `till their judgement day comes, yeah!

Now in darkness, world stops turning,
ashes where the bodies burning.
No more war pigs have the power,
hand of god has struck the hour.
Day of judgement, god is calling,
on their knees the war pigs crawling.
Begging mercy for their sins,
Satan, laughing, spreads his wings...Oh lord, yeah!",angry
Korn,Everything I've Known,"Away, I see it's going down
Today, Hoping in time,
Will bury all this pain
And will awake something inside

We pushed our buttons far inside
We tear our hearts out
then we fight

Hey, I know feels like I lost everything
That I've known, I cannot survive alone
It feels like I lost everything that I've known

Our lives, were good in everyway
Too late, time after time
Our love just turned to hate
but we stayed by each others side

We pushed our buttons far inside
We tear our hearts out
then we fight

Hey, I know feels like I lost everything
That I've known, I cannot survive alone
It feels like I lost everything that I've known

I keep holding on, I feel I'm where I belong
Everytime we fight, it feels so wrong
I feel so enslaved by my pride
Then we meet again

We pushed our buttons far inside
We tear our hearts out
then we fight

Hey, I know feels like I lost everything
That I've known, I cannot survive alone
It feels like I lost everything that I've known",angry
Disturbed,Indestructible,"Another mission
The powers have called me away
Another time
To carry the colors again
My motivation
An oath I've sworn to defend
To win the honor
Of coming back home again
No explanation
Will matter after we begin
Unlock the dark destroyer that's buried in me
My true vocation
And now my unfortunate friend
You will discover
A war you're unable to win
I'll have you know
That I've become
Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war
Another reason
Another cause for me to fight
Another fuse uncovered
Now, for me to light
My dedication
To all that I've sworn to protect
I carry out my orders
With not a regret
A declaration
Embedded deep under my skin
A permanent reminder
Of how we began
No hesitation
When I am commanding the strike
You need to know
That you're in for the fight of your life
You will be shown
How I've become
Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war
I'm...
Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war
Indestructible
Determination that is incorruptible
From the other side
A terror to behold
Annihilation will be unavoidable
Every broken enemy will know
That their opponent had to be invincible
Take a last look around while you're alive
I'm an indestructible master of war",angry
